,field_id,name,title,abb,Order,Suborder,Group,Subgroup,drug_exposure,cov1,n1,beta1,se1,p1,cov2,n2,beta2,se2,p2,cov3,n3,beta3,se3,p3,p1_FDR,p2_FDR,p3_FDR
38,X23459.0.0,Ratio of omega-6 fatty acids to omega-3 fatty acids,Omega-6/Omega-3,faw6byfaw3,7,,Fatty acid ratios,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.145402298,0.0822989,0.077275345,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.047828561,0.081997448,0.559698802,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.081815338,0.087473069,0.349628848,0.091105876,0.601748712,0.404255567
39,X23434.0.0,Phosphoglycerides,Phosphoglycerides,pg,8,,Other lipids,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.025518808,0.007507101,0.000676191,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.010980793,0.007393201,0.137483127,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.017977568,0.007885864,0.022629452,0.000931259,0.166504371,0.033781377
40,X23435.0.0,Ratio of triglycerides to phosphoglycerides,TG/PG,tgbypg,8,,Other lipids,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.045524465,0.004308665,4.6e-26,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.026687969,0.004072372,5.68e-11,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.014932993,0.004212858,0.000393619,1.52e-25,1.58e-10,0.000747036
41,X23436.0.0,Total Cholines,Total cholines,cholines,8,,Other lipids,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.032848189,0.007653915,1.78e-05,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.015624047,0.00753573,0.038147352,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.021040817,0.008042168,0.008891851,2.68e-05,0.050417679,0.014265921
42,X23437.0.0,Phosphatidylcholines,Phosphatidylcholines,pc,8,,Other lipids,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.029353704,0.006984475,2.64e-05,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.012206815,0.006854397,0.074939838,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.017338932,0.007316861,0.017806097,3.95e-05,0.094433297,0.02716739
43,X23438.0.0,Sphingomyelins,Sphingomyelins,sm,8,,Other lipids,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.005277022,0.001313245,5.87e-05,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.002425956,0.001301319,0.062296181,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.002725448,0.001388043,0.049592829,8.61e-05,0.07930342,0.069530487
44,X23400.0.0,Total Cholesterol,Total-C,totalc,9,,Cholesterol,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.050179999,0.017642262,0.004452806,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.028302074,0.017685124,0.109531903,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.040634099,0.018833757,0.030971499,0.005804967,0.134484437,0.045098849
45,X23401.0.0,Total Cholesterol Minus HDL-C,non-HDL-C,nonhdlc,9,,Cholesterol,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.01510494,0.016255598,0.352782756,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.006090813,0.016371567,0.709867771,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.0145459,0.017376212,0.402532485,0.378959906,0.743927083,0.456839511
46,X23402.0.0,Remnant Cholesterol (Non-HDL Non-LDL -Cholesterol),Remnant-C,remnantc,9,,Cholesterol,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.01568362,0.008064215,0.05180021,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.00802344,0.008107391,0.322352904,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.003463584,0.008604667,0.687300674,0.061655125,0.363852552,0.730110357
47,X23403.0.0,VLDL Cholesterol,VLDL-C,vldlc,9,,Cholesterol,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.027323491,0.004917423,2.77e-08,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.015522383,0.004868773,0.001432837,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.004732079,0.005128404,0.356158824,4.79e-08,0.002202324,0.409572092
48,X23404.0.0,Clinical LDL Cholesterol,Clinical LDL-C,clinldlc,9,,Cholesterol,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.005406328,0.014102763,0.70146027,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.007141211,0.014226354,0.615690688,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.019089154,0.015125353,0.206933298,0.718780277,0.655718483,0.253076578
49,X23405.0.0,LDL Cholesterol,LDL-C,pureldlc,9,,Cholesterol,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.00057845,0.008493554,0.945702644,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.001932267,0.008562119,0.821454219,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.011082393,0.009090149,0.222788645,0.951049913,0.841366467,0.270606695
50,X23406.0.0,HDL Cholesterol,HDL-C,hdlc,9,,Cholesterol,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.065284014,0.005871793,1.11e-28,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.034392106,0.005430211,2.42e-10,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.026086277,0.005724128,5.2e-06,3.93e-28,6.51e-10,1.21e-05
51,X23407.0.0,Total Triglycerides,Total triglycerides,totaltg,10,,Triglycerides,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.092637403,0.011506637,8.42e-16,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.05769711,0.011165601,2.38e-07,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.025877674,0.011607772,0.025796753,2e-15,5.06e-07,0.038098407
52,X23408.0.0,Triglycerides in VLDL,VLDL-TG,vldltg,10,,Triglycerides,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.07965755,0.009616964,1.23e-16,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.04907993,0.009314617,1.38e-07,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.022496295,0.009676133,0.020080844,3.06e-16,2.98e-07,0.030157601
53,X23409.0.0,Triglycerides in LDL,LDL-TG,pureldltg,10,,Triglycerides,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.005263882,0.000821656,1.5e-10,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.003423006,0.000806603,2.2e-05,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.001380154,0.000845661,0.1026783,2.92e-10,3.95e-05,0.135994132
54,X23410.0.0,Triglycerides in HDL,HDL-TG,hdltg,10,,Triglycerides,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.004549768,0.000941761,1.36e-06,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.003069356,0.000933169,0.001005589,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.001056175,0.000983176,0.282717931,2.17e-06,0.001570838,0.336183213
55,X23439.0.0,Apolipoprotein B,ApoB,apob,11,,Apolipoproteins,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.010555247,0.003906767,0.006899367,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.005465877,0.003923212,0.163561684,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.000372429,0.004157966,0.928629289,0.008819006,0.195990661,0.939010386
56,X23440.0.0,Apolipoprotein A1,ApoA1,apoa1,11,,Apolipoproteins,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.039943972,0.004457795,3.35e-19,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.020488766,0.00421074,1.14e-06,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.018118375,0.004482534,5.31e-05,9.32e-19,2.27e-06,0.000112616
57,X23441.0.0,Ratio of apolipoprotein B to apolipoprotein A1,ApoB/ApoA1,apobbyapoa1,11,,Apolipoproteins,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.022647886,0.003291385,6.02e-12,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.011682419,0.003213977,0.00027842,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.006398602,0.003395251,0.059494531,1.25e-11,0.000453115,0.082300768
58,X23431.0.0,Average Diameter for VLDL Particles,VLDL particle size,vldld,12,,Lipoprotein particle sizes,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.209834986,0.023987021,2.25e-18,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.117118425,0.022918602,3.23e-07,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.055514678,0.023776482,0.019555784,5.97e-18,6.76e-07,0.029475727
59,X23432.0.0,Average Diameter for LDL Particles,LDL particle size,pureldld,12,,Lipoprotein particle sizes,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.008386323,0.00172808,1.22e-06,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.004539087,0.001718841,0.008274303,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.00269109,0.001826918,0.14075297,1.95e-06,0.011706258,0.18047111
60,X23433.0.0,Average Diameter for HDL Particles,HDL particle size,hdld,12,,Lipoprotein particle sizes,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.037477451,0.00373631,1.18e-23,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.018820074,0.003475648,6.17e-08,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.011269365,0.003622913,0.001868495,3.73e-23,1.38e-07,0.003281066
61,X23427.0.0,Total Concentration of Lipoprotein Particles,Total-P,totalp,13,,Lipoprotein particle concentrations,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.000340917,4.75e-05,6.94e-13,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.000179915,4.56e-05,8.1e-05,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.000184919,4.87e-05,0.00014459,1.49e-12,0.000137745,0.000289879
62,X23428.0.0,Concentration of VLDL Particles,VLDL-P,vldlp,13,,Lipoprotein particle concentrations,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,5.53e-06,8.86e-07,4.36e-10,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,3.26e-06,8.75e-07,0.000189612,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,1.14e-06,9.19e-07,0.212598866,8.24e-10,0.000314337,0.259241517
63,X23429.0.0,Concentration of LDL Particles,LDL-P,pureldlp,13,,Lipoprotein particle concentrations,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,1.35e-05,5.52e-06,0.014571312,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,6.9e-06,5.55e-06,0.213612148,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-1.15e-06,5.88e-06,0.844501728,0.01812316,0.250185441,0.87108919
64,X23430.0.0,Concentration of HDL Particles,HDL-P,hdlp,13,,Lipoprotein particle concentrations,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.000361498,4.56e-05,2.2e-15,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.000190576,4.35e-05,1.17e-05,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.0001842,4.63e-05,7.03e-05,5.14e-15,2.14e-05,0.000145944
65,X23423.0.0,Total Lipids in Lipoprotein Particles,Total-L,totall,14,,Total lipids,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.017916283,0.032113246,0.576908975,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.018782745,0.032152202,0.55910064,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.034527784,0.034081342,0.3110188,0.601047426,0.601625148,0.365300383
66,X23424.0.0,Total Lipids in VLDL,VLDL-L,vldll,14,,Total lipids,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.133590341,0.01726147,1.02e-14,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.080359485,0.016798212,1.73e-06,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.033464271,0.017507143,0.055952065,2.31e-14,3.38e-06,0.077659221
67,X23425.0.0,Total Lipids in LDL,LDL-L,pureldll,14,,Total lipids,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.006450109,0.011649878,0.579812048,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.001800039,0.011731894,0.878058929,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.012521729,0.01244606,0.314383246,0.603566889,0.889490127,0.368903997
68,X23426.0.0,Total Lipids in HDL,HDL-L,hdll,14,,Total lipids,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.111959898,0.011598419,5.01e-22,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.05698096,0.010884067,1.65e-07,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.046556401,0.011555135,5.61e-05,1.51e-21,3.55e-07,0.000118383
69,X23411.0.0,Total Phospholipids in Lipoprotein Particles,Total-PL,totalpl,15,,Phospholipids,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.024539783,0.008855877,0.005590422,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.010611115,0.008785096,0.227109712,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.019768237,0.009361704,0.034726335,0.007197596,0.264501021,0.050097668
70,X23412.0.0,Phospholipids in VLDL,VLDL-PL,vldlpl,15,,Phospholipids,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.026609612,0.003631652,2.39e-13,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.015757569,0.003546969,8.91e-06,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.006235898,0.00370715,0.09255189,5.22e-13,1.65e-05,0.123634231
71,X23413.0.0,Phospholipids in LDL,LDL-PL,pureldlpl,15,,Phospholipids,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.001765178,0.002732092,0.518224112,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.000309934,0.00275114,0.91030328,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.00281885,0.002920109,0.334388639,0.544923158,0.919908753,0.389806981
72,X23414.0.0,Phospholipids in HDL,HDL-PL,hdlpl,15,,Phospholipids,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.051225789,0.005805993,1.15e-18,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.025658263,0.005489247,2.96e-06,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.021525981,0.005839291,0.000227744,3.11e-18,5.68e-06,0.000444422
73,X23415.0.0,Total Esterified Cholesterol,Total-CE,totalce,16,,Cholesteryl esters,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.044696284,0.012646365,0.000409233,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.025354725,0.01264479,0.044952774,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.032434363,0.013469334,0.01604396,0.000566105,0.058542055,0.024690643
74,X23416.0.0,Cholesteryl Esters in VLDL,VLDL-CE,vldlce,16,,Cholesteryl esters,,PPI_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.012987812,0.002834037,4.6e-06,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.007167102,0.002823261,0.011133356,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.001731523,0.002984495,0.561801319,7.11e-06,0.015574189,0.61193582
